university,career,inscription_date,gender,age,location,email,postal_code,first_name,last_name
universidad nacional de jujuy,medicina,2020-09-12,femaleale,84,coronel pringles,margaretmarsh@gmail.com,7530,mary,brown
universidad nacional de jujuy,contador público,2020-09-17,male,2,ampata,greenjames@yahoo.com,4174,daniel,fisher
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-12-02,femaleale,83,bauer y sigel,jessica02@hotmail.com,2403,annette,lee
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021-01-20,male,55,guillermo e hudson,barajaskevin@gmail.com,1885,thomas,mendoza
universidad nacional de jujuy,ingeniería en informática,2020-11-28,male,17,ernestina,jennifersanchez@yahoo.com,6665,todd,hall
universidad nacional de jujuy,licenciatura en psicología,2020-12-28,femaleale,3,diaz,davidmiller@hotmail.com,2222,jessica,gallegos
universidad nacional de jujuy,farmacia,2020-12-08,male,29,anguil,fredallison@yahoo.com,6326,shawn,simmons
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-09-18,femaleale,21,colon,williamskathy@hotmail.com,2720,lisa,martin
universidad nacional de jujuy,contador público,2020-12-01,male,70,barrio villa saladillo,deannacole@hotmail.com,7260,anthony,cook
universidad nacional de jujuy,bioquímica,2021-01-23,femaleale,82,general conesa,padillalisa@gmail.com,2907,denise,acevedo
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-09-28,femaleale,46,barrio garin norte,erin65@gmail.com,1623,julia,fowler
universidad nacional de jujuy,técnico para bioterios,2020-10-23,femaleale,80,cervantes,heather44@gmail.com,8326,shannon,brown
universidad nacional de jujuy,ingeniería electrónica,2020-09-04,femaleale,61,campo peña lopez,shannonhall@hotmail.com,6605,tammy,moore
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-10-23,femaleale,63,villars,valvarado@hotmail.com,1731,sherry,hill
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-11-30,femaleale,19,arauco,lisaaustin@hotmail.com,5311,danielle,prince
universidad nacional de jujuy,farmacia,2020-11-09,male,68,alto de leiva,sruiz@gmail.com,4142,robert,alexander
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-10-23,male,15,arroyo manganga,markgonzales@yahoo.com,3220,sean,mcmahon
universidad nacional de jujuy,bioquímica,2020-11-07,femaleale,47,el araza,kmorris@gmail.com,7249,denise,ball
universidad nacional de jujuy,farmacia,2020-10-25,femaleale,1,cura malal,vanessa91@hotmail.com,7548,mary,wood
universidad nacional de jujuy,ciencias veterinarias,2021-01-28,femaleale,94,chichagasta,vmedina@hotmail.com,5266,sonya,carr
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-11-27,femaleale,79,abipones,sadams@yahoo.com,3042,angela,scott
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-11-25,male,67,fortin lavalle,jshelton@hotmail.com,7404,keith,vance
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-12-30,femaleale,113,cazon,rbailey@yahoo.com,7265,hannah,adams
universidad nacional de jujuy,técnico para bioterios,2021-01-30,male,34,labarden,tinaholt@yahoo.com,7161,dwayne,ford
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-10-15,male,59,comandante giribone,kristalambert@gmail.com,7135,kenneth,edwards
universidad nacional de jujuy,agronomía,2020-10-14,male,73,isla grande,fli@gmail.com,8361,joseph,foster
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-11-15,male,86,kilmetro 165,zhernandez@yahoo.com,3153,roberto,rogers
universidad nacional de jujuy,licenciatura en ciencias de la computación,2021-01-27,femaleale,55,agua y energia,riverakelly@gmail.com,5405,lisa,clark
universidad nacional de jujuy,licenciatura en administración,2020-10-09,femaleale,85,agua de diaz,owhite@yahoo.com,5545,katelyn,rogers
universidad nacional de jujuy,medicina,2020-12-16,femaleale,30,cerro de la gloria canal 15,herringwayne@hotmail.com,7101,angela,gray
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-09-14,male,43,alberti,stephanie76@gmail.com,6634,robert,brooks
universidad nacional de jujuy,licenciatura en musicoterapia,2020-12-10,male,63,campo la lima,lawrencesamantha@yahoo.com,8150,jeffrey,mcgee
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-12-14,male,46,bernardo de irigoyen,schneiderheather@gmail.com,2248,jason,george
universidad nacional de jujuy,arquitectura,2020-12-04,male,41,villa saboya,odavis@hotmail.com,6101,howard,williams
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-10-26,male,71,nonogasta,mwagner@yahoo.com,5372,bradley,jones
universidad nacional de jujuy,licenciatura en artes,2020-12-03,femaleale,27,arbol solo,henrydixon@hotmail.com,3513,tina,zimmerman
universidad nacional de jujuy,medicina,2020-12-26,male,77,colonia montefiore,castroadam@gmail.com,2341,timothy,kim
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-10-12,male,1,candelaria sud,carrillocarol@gmail.com,2170,ian,thomas
universidad nacional de jujuy,contador público,2021-01-18,male,53,coronel charlone,davidholt@yahoo.com,6223,daniel,davis
universidad nacional de jujuy,licenciatura en psicología,2021-01-20,male,116,caleufu,kevinrose@hotmail.com,6387,joseph,rivera
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021-01-09,femaleale,3,aguada escondida,garymiller@yahoo.com,9019,gina,garza
universidad nacional de jujuy,agronomía,2020-09-27,femaleale,14,asuncion,john12@yahoo.com,5535,donna,crane
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-10-04,male,45,el remanso,rodriguezisaac@yahoo.com,3476,william,hill
universidad nacional de jujuy,arquitectura,2020-10-17,male,87,florida,james00@gmail.com,1602,brett,wolfe
universidad nacional de jujuy,licenciatura en ciencia política,2021-01-18,male,42,arminda,cohendaniel@hotmail.com,2119,james,brown
universidad nacional de jujuy,licenciatura en administración,2021-01-24,male,23,claypole,curryangela@gmail.com,1849,glenn,rich
universidad nacional de jujuy,licenciatura en sociología,2020-09-28,femaleale,72,meson de fierro,westamy@yahoo.com,3731,samantha,dorsey
universidad nacional de jujuy,licenciatura en ciencia política,2021-01-03,male,81,estacion de zootecnia b,xmcgee@gmail.com,4000,kyle,hughes
universidad nacional de jujuy,contador público,2020-10-20,male,107,colonia santa rosa,davidarnold@hotmail.com,1816,jeffrey,peterson
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-10-15,femaleale,48,campo el bermejo,pblack@gmail.com,3509,melinda,kemp
universidad nacional de jujuy,licenciatura en ciencias de la educación,2021-01-31,femaleale,115,campo andino,brandi41@hotmail.com,3021,allison,long
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2021-01-13,male,99,arroyo aleli,clarkjill@gmail.com,2805,john,ryan
universidad nacional de jujuy,diseño industrial,2021-01-28,male,85,28 de noviembre,keith92@hotmail.com,9407,joshua,taylor
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-09-25,male,57,campo moises seccion 1a,david37@hotmail.com,6383,john,becker
universidad nacional de jujuy,licenciatura en artes,2020-10-12,male,37,abra rica,bryantanthony@yahoo.com,4178,mark,perez
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-12-15,femaleale,31,carlos pellegrini,randy73@gmail.com,2453,norma,bradford
universidad nacional de jujuy,actuario,2020-12-23,femaleale,50,banderalo,aguirrejeffrey@gmail.com,6244,stacy,fritz
universidad nacional de jujuy,licenciatura en sociología,2020-11-09,femaleale,97,albardon,ocolon@hotmail.com,3412,mary,thompson
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-12-21,femaleale,101,agua blanca,bakermichael@gmail.com,5471,heather,washington
universidad nacional de jujuy,ingeniería electrónica,2021-01-27,femaleale,58,trujui,scottsanders@yahoo.com,1664,michele,herrera
universidad nacional de jujuy,licenciatura en ciencias de la computación,2021-01-10,male,101,17 de agosto,bbell@hotmail.com,8129,louis,tate
universidad nacional de jujuy,contador público,2020-09-19,male,90,colonia nac de alienados,lisaweiss@gmail.com,6708,matthew,anderson
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-12-12,femaleale,80,san jose de piedra blanca,joshua19@yahoo.com,4709,alexan,evans
universidad nacional de jujuy,licenciatura en sociología,2020-09-14,femaleale,51,aguara grande,danielanderson@gmail.com,3071,jennifer,harvey
universidad nacional de jujuy,ciencias veterinarias,2020-11-15,femaleale,3,sey,graysusan@hotmail.com,4411,diamond,velasquez
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2021-01-05,male,11,acevedo,parsonschristine@hotmail.com,2717,mark,mccormick
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-12-15,male,8,ricardone,jsmith@gmail.com,2201,james,hawkins
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-11-27,femaleale,54,la morocha,kayla29@hotmail.com,2613,melissa,sanchez
universidad nacional de jujuy,licenciatura en administración,2021-01-10,male,96,alma grande,maddenjennifer@hotmail.com,9015,timothy,taylor
universidad nacional de jujuy,diseño industrial,2020-10-02,male,81,22 de diciembre,thompsonmichael@yahoo.com,3378,christopher,lee
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-10-11,femaleale,77,acheral,alvarezstephanie@hotmail.com,5260,allison,hopkins
universidad nacional de jujuy,licenciatura en ciencia política,2021-01-04,femaleale,108,angosto del perchel,clane@hotmail.com,4626,karen,johnson
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-12-23,male,98,2 de mayo,pereztravis@yahoo.com,3722,mr.,david
universidad nacional de jujuy,ingeniería en informática,2020-09-12,male,113,isla victoria,danny18@yahoo.com,8400,thomas,higgins
universidad nacional de jujuy,licenciatura en administración,2020-09-07,male,114,arroyo pareja,adyer@gmail.com,8111,alexander,reynolds
universidad nacional de jujuy,licenciatura en ciencias de la educación,2021-02-01,male,22,colonia clara,dylanlam@gmail.com,3025,kevin,thomas
universidad nacional de jujuy,medicina,2020-11-14,male,108,arroyo magdalena,everettdarin@hotmail.com,3317,scott,anderson
universidad nacional de jujuy,licenciatura en sociología,2021-01-17,male,16,13 de enero,elynch@yahoo.com,5741,ernest,cantrell
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-12-20,femaleale,7,barrancas coloradas,imorgan@gmail.com,6300,barbara,acosta
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021-01-20,male,73,caimancito,christophervillanueva@gmail.com,4516,ryan,castro
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-12-06,male,46,alizal,santiagojessica@hotmail.com,4122,timothy,ro
universidad nacional de jujuy,licenciatura en sociología,2020-12-14,male,58,capihuas,david90@yahoo.com,5327,scott,hernandez
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-10-02,femaleale,84,capitan castro,shannonking@gmail.com,6461,laura,roy
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-12-03,male,86,1 de mayo,arroyowilliam@hotmail.com,3362,bruce,smith
universidad nacional de jujuy,licenciatura en ciencias de la educación,2021-01-27,femaleale,114,alejandro korn,alexandraalexander@hotmail.com,1864,rebecca,hudson
universidad nacional de jujuy,ingeniería mecánica,2020-10-08,male,47,general rojo,nmarshall@gmail.com,2905,cody,curry
universidad nacional de jujuy,actuario,2020-10-10,male,23,cañadon la madera,taralopez@yahoo.com,9220,michael,carter
universidad nacional de jujuy,licenciatura en musicoterapia,2020-09-10,femaleale,100,alicura,evansregina@gmail.com,8403,janet,bruce
universidad nacional de jujuy,ingeniería mecánica,2020-10-25,femaleale,79,alto del saladillo,warrengabrielle@gmail.com,4522,amy,newman
universidad nacional de jujuy,licenciatura en sociología,2020-11-28,femaleale,70,piamonte,ryanbennett@hotmail.com,2529,danielle,evans
universidad nacional de jujuy,arquitectura,2020-12-29,femaleale,103,cullin manzano,underwoodfranklin@gmail.com,8401,tabitha,short
universidad nacional de jujuy,ingeniería en informática,2020-11-08,femaleale,112,blas durañona,smithanna@gmail.com,6661,kara,roberts
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-11-22,femaleale,31,22 de diciembre,kyle72@hotmail.com,3378,molly,martinez
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-09-29,femaleale,59,agua de los manantiales,qrangel@hotmail.com,5549,tonya,jackson
universidad nacional de jujuy,ciencias veterinarias,2021-01-24,femaleale,85,la chinaca,amarsh@hotmail.com,4561,sara,wright
universidad nacional de jujuy,diseño de imagen y sonido,2020-12-26,femaleale,30,cerrillos al sud,justinmorris@yahoo.com,5501,gloria,knapp
universidad nacional de jujuy,licenciatura en ciencias geológicas,2021-01-01,femaleale,54,colonia hernandarias,joseph46@gmail.com,3129,chelsea,vasquez
universidad nacional de jujuy,licenciatura en artes,2020-09-03,femaleale,48,an aike,nwebster@yahoo.com,9400,kimberly,wilson
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-11-25,male,76,anahi,dominiccervantes@yahoo.com,2846,jacob,johnson
universidad nacional de jujuy,licenciatura en administración,2020-12-24,male,52,cabo san fermin,qnunez@gmail.com,2703,alan,clark
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-10-18,femaleale,4,boca p 25,danielortiz@gmail.com,2600,julie,holden
universidad nacional de jujuy,arquitectura,2021-01-29,male,53,san francisco solano,cindyibarra@hotmail.com,1881,john,chen
universidad nacional de jujuy,arquitectura,2020-09-28,male,10,agua colorada,hhoffman@hotmail.com,5383,frank,palmer
universidad nacional de jujuy,licenciatura en ciencia política,2020-10-27,male,11,alcaraz sud,lmorales@gmail.com,3137,robert,swanson
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-09-02,male,85,aldea san andres,jacquelinebailey@yahoo.com,8126,an,w
universidad nacional de jujuy,ingeniería en informática,2021-01-24,femaleale,103,colonia bombal y tabanera,chelsea52@yahoo.com,5607,amber,craig
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-10-07,male,12,estrada,sandrawiggins@hotmail.com,2409,jason,ramos
universidad nacional de jujuy,contador público,2020-12-22,femaleale,94,adan quiroga,qcaldwell@yahoo.com,5409,sharon,baker
universidad nacional de jujuy,medicina,2020-12-31,male,112,aguapey,grant34@yahoo.com,3342,harold,dunlap
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-11-01,male,62,alegre,vperkins@hotmail.com,1987,michael,hansen
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-09-11,femaleale,85,cameron,rebecca03@yahoo.com,9017,emily,simpson
universidad nacional de jujuy,licenciatura en psicología,2020-09-22,femaleale,91,bordenave,hward@gmail.com,8187,jessica,daniel
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-10-05,femaleale,70,ingeniero balbin,ericdodson@yahoo.com,6051,debra,mason
universidad nacional de jujuy,contador público,2020-10-30,femaleale,71,colonia escribano,dbray@gmail.com,2103,kimberly,patrick
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-09-13,femaleale,103,bajo de los sueldos,copelandtimothy@hotmail.com,4151,traci,lopez
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-09-16,male,26,baigorrita,jamie06@hotmail.com,6013,edward,baldwin
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-09-14,male,78,campo moreno,russostephanie@hotmail.com,3734,alexander,nelson
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021-01-23,femaleale,68,bella vista,carrie74@gmail.com,5835,katrina,long
universidad nacional de jujuy,licenciatura en ciencias geológicas,2021-01-02,male,43,costa bonita balneario,pbyrd@yahoo.com,7631,ryan,olsen
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-09-06,femaleale,35,barker,pharris@gmail.com,7005,maureen,forbes
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-12-30,femaleale,79,tristan suarez,stevensanchez@hotmail.com,1806,mary,wilson
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-11-19,femaleale,36,carmen de areco,ystephens@gmail.com,6725,nicole,cooper
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-10-27,femaleale,108,concepcion del bermejo,jyoung@gmail.com,3708,kelly,gates
universidad nacional de jujuy,bioquímica,2020-12-04,femaleale,65,adrogue,angelasandoval@hotmail.com,1846,maria,ray
universidad nacional de jujuy,licenciatura en ciencia política,2020-09-16,male,23,agua blanca,jennydowns@gmail.com,5471,derek,chen
universidad nacional de jujuy,actuario,2020-10-30,male,59,campo coliqueo,nguyenlinda@hotmail.com,6015,jon,harrington
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-12-07,male,94,campo caretto,emiller@gmail.com,6381,steven,ro
universidad nacional de jujuy,licenciatura en sociología,2020-10-31,male,113,alumine,zburns@hotmail.com,8345,jared,washington
universidad nacional de jujuy,ingeniería en informática,2020-10-27,male,64,agua verde,mannjordan@gmail.com,4715,george,shelton
universidad nacional de jujuy,diseño industrial,2020-09-08,femaleale,49,el campamento,vgonzalez@yahoo.com,3524,katie,lloyd
universidad nacional de jujuy,licenciatura en administración,2020-12-24,male,67,amalia,ericacarney@yahoo.com,6516,mark,palmer
universidad nacional de jujuy,licenciatura en ciencias ambientales,2021-01-05,femaleale,59,7 de abril,woodsrenee@hotmail.com,4195,tracy,roman
universidad nacional de jujuy,medicina,2020-12-08,male,44,anta chica,ladams@hotmail.com,4187,michael,crawford
universidad nacional de jujuy,diseño industrial,2020-12-18,male,57,9 de julio,ahansen@yahoo.com,6500,daniel,rowland
universidad nacional de jujuy,ingeniería en informática,2020-11-24,male,32,boulogne,triciajackson@hotmail.com,1609,mark,mullen
universidad nacional de jujuy,medicina,2021-01-26,male,66,desvio boero,sbrown@gmail.com,2415,marcus,hernandez
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-12-05,male,14,campo monte la viruela,jessicataylor@hotmail.com,3551,christopher,case
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-12-21,male,36,alto los cardales,ghill@yahoo.com,2814,tyler,clark
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020-10-18,male,71,empalme villa constitucion,sherrimason@hotmail.com,2918,don,wagner
universidad nacional de jujuy,bioquímica,2020-12-18,femaleale,51,el remanso,cindy82@hotmail.com,3476,lauren,reyes
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-11-04,femaleale,65,arauco,laura96@gmail.com,5311,christina,lewis
universidad nacional de jujuy,licenciatura en ciencia política,2020-10-21,femaleale,14,20 de febrero,josephjarvis@yahoo.com,5730,samantha,vazquez
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-12-14,femaleale,85,campo zavalla,harveyleslie@yahoo.com,3045,caitlyn,miller
universidad nacional de jujuy,diseño de imagen y sonido,2021-01-07,male,17,bonifacio,brewerheather@hotmail.com,6439,john,allen
universidad nacional de jujuy,bioquímica,2021-01-23,femaleale,72,barrio indio trompa,hunter30@hotmail.com,6400,an,a
universidad nacional de jujuy,arquitectura,2020-10-08,male,26,la chilca,catherine57@yahoo.com,5779,jeffrey,stewart
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-12-07,femaleale,113,colonia montefiore,amy81@gmail.com,2341,hannah,kennedy
universidad nacional de jujuy,licenciatura en ciencia política,2020-09-21,femaleale,102,agua de torre,angelgriffin@gmail.com,5621,casey,williams
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-11-07,femaleale,24,la legua,myersdustin@gmail.com,5411,kathy,hamilton
universidad nacional de jujuy,actuario,2020-10-04,male,38,blas durañona,scotttaylor@hotmail.com,6661,tom,terry
universidad nacional de jujuy,licenciatura en ciencias geológicas,2021-01-21,male,81,america unida,kellerkiara@yahoo.com,1862,jerome,anderson
universidad nacional de jujuy,licenciatura en psicología,2021-01-11,male,43,el perdido est jose guisasola,kimberlyclark@gmail.com,8156,sergio,jones
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021-01-19,male,68,campo de talamayo,smithbrittany@gmail.com,4158,michael,abbott
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-10-18,male,7,campo el mataco,mark01@hotmail.com,2342,robert,miller
universidad nacional de jujuy,medicina,2021-01-20,femaleale,11,agua botada,myerslinda@yahoo.com,5613,ashley,ramos
universidad nacional de jujuy,ingeniería electrónica,2020-12-10,male,58,coronel charlone,xcollins@hotmail.com,6223,shawn,mcdaniel
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-09-10,male,36,campo andino,tfisher@gmail.com,3021,brent,collins
universidad nacional de jujuy,ciencias veterinarias,2021-01-30,male,75,gobernador roca,lisawalker@gmail.com,3324,eric,chavez
universidad nacional de jujuy,contador público,2020-11-10,femaleale,40,asuncion maria,thompsonchristina@yahoo.com,3040,kathy,gonzalez
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-11-04,femaleale,80,agustin roca,malonenicole@hotmail.com,6001,pamela,cox
universidad nacional de jujuy,diseño de imagen y sonido,2020-09-06,femaleale,76,hito 45,elizabeth02@hotmail.com,9039,cynthia,johnson
universidad nacional de jujuy,licenciatura en sociología,2020-11-10,male,114,francisco paz,nathan18@gmail.com,2111,james,solomon
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-12-04,male,20,el sombrerito,samuel95@gmail.com,3585,mark,decker
universidad nacional de jujuy,ciencias veterinarias,2020-12-19,femaleale,59,alijilan,karenedwards@yahoo.com,4723,jacqueline,clark
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-10-05,male,36,graciarena,mrobbins@gmail.com,6335,gilbert,tyler
universidad nacional de jujuy,ingeniería electrónica,2020-12-30,femaleale,102,cañadon la madera,michael20@gmail.com,9220,cheryl,smith
universidad nacional de jujuy,licenciatura en sociología,2020-11-04,male,29,30 de agosto,hherrera@yahoo.com,6405,david,frey
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-10-04,male,27,arroyo quilla,taylorjon@hotmail.com,9020,james,kim
universidad nacional de jujuy,diseño industrial,2020-12-17,male,56,campo coubert,fjones@hotmail.com,3056,lawrence,jackson
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-11-15,femaleale,45,el socorro,kennethwells@yahoo.com,2715,sarah,rivera
universidad nacional de jujuy,ingeniería electrónica,2020-12-16,male,72,los sembrados,robert78@hotmail.com,2447,daniel,underwood
universidad nacional de jujuy,farmacia,2020-09-28,femaleale,72,abra de hinojo,obrown@yahoo.com,8170,amber,solomon
universidad nacional de jujuy,diseño de imagen y sonido,2020-11-27,femaleale,28,bustamante,beckywhite@hotmail.com,4184,crystal,tate
universidad nacional de jujuy,ciencias veterinarias,2020-10-31,male,71,arroyo tomas,kimberly25@hotmail.com,3309,mr.,christopher
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-12-04,male,94,agua colorada,jackie19@gmail.com,5383,paul,ho
universidad nacional de jujuy,licenciatura en sociología,2020-12-28,male,61,el arbolito,kellersarah@yahoo.com,2721,david,roberts
universidad nacional de jujuy,licenciatura en administración,2020-10-14,femaleale,10,chanilao,djones@yahoo.com,6201,kelly,king
universidad nacional de jujuy,licenciatura en ciencias ambientales,2021-01-27,male,19,eduardo costa,dillonmelissa@gmail.com,6064,george,bryan
universidad nacional de jujuy,licenciatura en musicoterapia,2020-10-20,male,100,colonia la gaviota,hernandezjoseph@gmail.com,6354,colin,holland
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-10-14,femaleale,63,ingeniero de madrid,mclaughlinstephen@yahoo.com,6651,julie,aguilar
universidad nacional de jujuy,ingeniería en informática,2020-09-03,femaleale,101,apeadero las chimbas,daviddecker@hotmail.com,5413,christine,dixon
universidad nacional de jujuy,bioquímica,2020-12-09,femaleale,50,encina,williamseric@gmail.com,6077,melanie,porter
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-12-21,femaleale,50,corralito,bushrebecca@hotmail.com,4753,nicole,martinez
universidad nacional de jujuy,licenciatura en musicoterapia,2020-09-05,femaleale,75,colonia los lapachos,nhobbs@yahoo.com,4606,katrina,owens
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-09-29,femaleale,116,campo la plata,lgraham@hotmail.com,7623,michelle,pennington
universidad nacional de jujuy,actuario,2020-09-26,femaleale,47,iturraspe,christopherharris@yahoo.com,2521,kimberly,chen
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-12-25,femaleale,46,la chispa,heidichurch@gmail.com,2601,savannah,levy
universidad nacional de jujuy,actuario,2020-12-28,male,23,colonia celina,davisjoseph@yahoo.com,3113,tristan,curtis
universidad nacional de jujuy,medicina,2020-10-19,male,82,arroyito,brittany49@yahoo.com,8313,mr.,david
universidad nacional de jujuy,ingeniería en informática,2021-01-03,femaleale,2,pozo navagan,alan79@gmail.com,3621,veronica,brown
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-11-19,male,50,laguna del barro,debramatthews@hotmail.com,8514,roger,moore
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-12-25,femaleale,80,aldea san antonio,hburch@hotmail.com,3117,katherine,vasquez
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2021-01-31,femaleale,89,el pino,nicholas05@yahoo.com,1907,debra,curtis
universidad nacional de jujuy,licenciatura en ciencia política,2021-01-29,femaleale,20,el lenguaraz,justin48@yahoo.com,7635,jasmine,diaz
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-11-10,male,71,iturraspe,lorraine91@yahoo.com,2521,steven,wiley
universidad nacional de jujuy,agronomía,2020-10-08,femaleale,8,la legua,timothy32@hotmail.com,5411,laura,carpenter
universidad nacional de jujuy,ingeniería mecánica,2020-12-03,male,72,pontaut,fhuerta@hotmail.com,7535,dale,hernandez
universidad nacional de jujuy,licenciatura en psicología,2020-12-10,male,15,el jumeal,jclarke@gmail.com,5365,william,brown
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-12-29,femaleale,47,base aeronaval punta indio,patricia73@hotmail.com,1919,mary,johnson
universidad nacional de jujuy,licenciatura en ciencias biológicas,2021-01-01,male,39,alcaraz sud,davispatricia@hotmail.com,3137,wesley,lambert
universidad nacional de jujuy,agronomía,2020-09-08,male,76,campana,stephen16@gmail.com,2804,miguel,clark
universidad nacional de jujuy,agronomía,2021-01-26,femaleale,53,libano,donald13@hotmail.com,7407,nicole,wyatt
universidad nacional de jujuy,técnico para bioterios,2021-01-29,femaleale,47,santos lugares,aweaver@hotmail.com,1676,maureen,shaffer
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-12-10,femaleale,31,colonia los lapachos,ryanterri@yahoo.com,4606,kimberly,cruz
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-11-24,male,39,agua de la piedra,meadowsamber@gmail.com,5475,ryan,larson
universidad nacional de jujuy,actuario,2020-12-31,femaleale,54,ramos mejia,aliciagilbert@hotmail.com,1704,tina,callahan
universidad nacional de jujuy,farmacia,2020-11-21,male,68,arano,owensdouglas@hotmail.com,6443,jeffrey,wilson
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-09-29,femaleale,72,cangallo,katie06@yahoo.com,7153,an,a
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-11-01,male,107,almacen el descanso,twalls@gmail.com,2752,david,morgan
universidad nacional de jujuy,ingeniería electrónica,2020-10-21,male,96,bella vista,perkinsdavid@gmail.com,5835,matthew,english
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-09-29,femaleale,48,agua de torre,jillfischer@gmail.com,5621,vanessa,arnold
universidad nacional de jujuy,arquitectura,2020-11-28,femaleale,20,colonia el aguara,catherine51@yahoo.com,3534,denise,day
universidad nacional de jujuy,arquitectura,2020-11-10,femaleale,112,caa yari,campbellrita@yahoo.com,3315,jodi,maldonado
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-12-20,male,39,la esperanza rosas las flores,erinjennings@gmail.com,7205,eric,perez
